entity_id,state,last_changed
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,124.4,2026-06-02T09:39:28.496Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,145.5,2026-06-02T09:39:29.526Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,137.1,2026-06-02T09:39:30.555Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,146.5,2026-06-02T09:39:37.748Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,29.8,2026-06-02T09:39:38.779Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,3.7,2026-06-02T09:39:39.810Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,59.5,2026-06-02T09:39:43.916Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,122.1,2026-06-02T09:39:44.945Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,130.7,2026-06-02T09:39:49.057Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,121.1,2026-06-02T09:39:52.151Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,128.9,2026-06-02T09:39:53.170Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,19.1,2026-06-02T09:39:54.200Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,28.5,2026-06-02T09:39:55.226Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,23.6,2026-06-02T09:39:56.255Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,21.3,2026-06-02T09:39:57.276Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,21.6,2026-06-02T09:40:00.032Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,23.0,2026-06-02T09:40:01.385Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,24.2,2026-06-02T09:40:07.555Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,22.2,2026-06-02T09:40:24.001Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,19.9,2026-06-02T09:40:25.026Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,18.5,2026-06-02T09:40:26.054Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,127.6,2026-06-02T09:40:30.178Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,139.6,2026-06-02T09:40:31.194Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,131.1,2026-06-02T09:40:32.230Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,119.5,2026-06-02T09:40:33.262Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,126.0,2026-06-02T09:40:34.281Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,98.1,2026-06-02T09:40:35.316Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,76.6,2026-06-02T09:40:37.372Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,69.2,2026-06-02T09:40:38.399Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,61.8,2026-06-02T09:40:39.427Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,56.4,2026-06-02T09:40:41.484Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,53.2,2026-06-02T09:40:42.502Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,49.1,2026-06-02T09:40:44.567Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,111.0,2026-06-02T09:40:47.651Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,601.5,2026-06-02T09:40:48.680Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,733.2,2026-06-02T09:40:49.716Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,247.5,2026-06-02T09:40:50.736Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,24.5,2026-06-02T09:40:51.764Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,23.0,2026-06-02T09:40:56.908Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,21.8,2026-06-02T09:40:58.950Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,22.3,2026-06-02T09:41:00.031Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,23.2,2026-06-02T09:41:02.034Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,24.5,2026-06-02T09:41:05.118Z
